Link,Institution,Name,Rating,Review,Duration,Spend time per week,Category,Type
https://www.futurelearn.com/courses/study-medicine,The University of Glasgow,study medicine,4.9,(31 reviews),3 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/success-and-failure-in-entrepreneurship-sc,Coventry University,success and failure in entrepreneurship sc,NA,NA,2 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/applied-data-analysis-for-modern-organizations,"CloudSwyft Global Systems, Inc.",applied data analysis for modern organizations,NA,NA,2 weeks,5 hrs per week,NA,courses
https://www.futurelearn.com/courses/successful-phd-supervision,University of Groningen & University Medical Center Groningen (UMCG),successful phd supervision,5,(5 reviews),3 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/sukuk-in-practice-structures-and-contracts,INCEIF,sukuk in practice structures and contracts,NA,NA,5 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/sukuk-simplified-mastering-the-fundamentals,INCEIF,sukuk simplified mastering the fundamentals,NA,NA,4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/supercomputing,"Partnership for Advanced Computing in Europe (PRACE), The University of Edinburgh & SURFsara",supercomputing,4.7,(30 reviews),5 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/superfoods-myths-and-truths,EIT Food & University of Turin,superfoods myths and truths,4.6,(157 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/supporting-adult-and-adolescent-students-with-dyslexia,Central Queensland University,supporting adult and adolescent students with dyslexia,4.3,(23 reviews),4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/supporting-diverse-innovation,UAL Creative Computing Institute & UKBlackTech,supporting diverse innovation,NA,NA,3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/early-career-teacher-induction-getting-ready-for-the-early-career-framework-england-,UCL (University College London),early career teacher induction getting ready for the early career framework england ,4.9,(11 reviews),3 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/supporting-individuals-with-health-conditions-into-work,NHS England & NHS England and NHS Improvement,supporting individuals with health conditions into work,NA,NA,2 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/supporting-medicine-use-by-older-people-with-sensory-impairment,"University of Strathclyde, Dunhill Medical Trust & University of Edinburgh - School of Health in Social Science",supporting medicine use by older people with sensory impairment,4.5,(10 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/supporting-people-with-health-conditions-into-work,NHS England & IPS GROW,supporting people with health conditions into work,NA,NA,7 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/supporting-people-with-tourettes-in-the-workplace,Tourettes Action,supporting people with tourettes in the workplace,NA,NA,1 week,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/supporting-physical-development-early-childhood,"UK Health Security Agency, The Open University, NHS England & activematters",supporting physical development early childhood,4.7,(112 reviews),6 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/supporting-learning-primary,University of Reading,supporting learning primary,4.8,(651 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/supporting-learning-secondary,University of Reading,supporting learning secondary,4.7,(156 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/domestic-violence,The University of Sheffield,domestic violence,4.8,(295 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/supporting-you-with-your-university-interview,University of York,supporting you with your university interview,NA,NA,3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/supporting-young-people-s-mental-wellbeing-post-covid,The University of Glasgow,supporting young people s mental wellbeing post covid,4.3,(10 reviews),2 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/sustainability-through-film,Into Film,sustainability through film,NA,NA,2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/intro-esg,The Association of Corporate Treasurers,intro esg,4.4,(8 reviews),2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/sustainability-the-role-of-financial-reporting,The Association of Corporate Treasurers,sustainability the role of financial reporting,NA,NA,2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/sustainability-the-role-of-private-sector-finance,The Association of Corporate Treasurers,sustainability the role of private sector finance,NA,NA,2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/sustainable-building-and-energy-efficiency-development,Taipei Medical University,sustainable building and energy efficiency development,NA,NA,6 weeks,1 hr per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/governing-urban-adaptation,University of Groningen & Global Center on Adaptation,governing urban adaptation,4.8,(12 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/sustainable-construction-development,Chartered Institute of Building (CIOB) & London South Bank University,sustainable construction development,4.6,(109 reviews),5 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/sustainable-development-in-health-and-ecology,Taipei Medical University,sustainable development in health and ecology,NA,NA,6 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/sustainable-energy-access-for-communities,"UCL (University College London), American University of Beirut (AUB), Centre for Lebanese Studies, Lebanese American University & The RELIEF Centre",sustainable energy access for communities,4.1,(11 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/sustainable-finance-using-the-power-of-money-to-change-the-world,University of Roehampton,sustainable finance using the power of money to change the world,NA,NA,6 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/sustainable-luxury,Condé Nast College,sustainable luxury,NA,NA,3 weeks,3 hrs per week,NA,courses
https://www.futurelearn.com/courses/sustainable-seafood,EIT Food & FoodUnfolded,sustainable seafood,4.8,(15 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/transport-and-sustainability,UCL (University College London),transport and sustainability,3.8,(5 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/sustaining-your-endurance-training,Federation University,sustaining your endurance training,NA,NA,2 weeks,2 hrs per week,NA,courses
https://www.futurelearn.com/courses/bagloriaethcymru,University of Bath & Aberystwyth University,bagloriaethcymru,NA,NA,2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/understanding-sugar-sc,BBC Good Food,understanding sugar sc,4.4,(12 reviews),4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/value-of-syndromic-testing-and-its-role-in-ams,BSAC,value of syndromic testing and its role in ams,4.6,(13 reviews),2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/system-testing-and-maintenance-sc,Coventry University,system testing and maintenance sc,NA,NA,2 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/system-testing-and-maintenance-et,Coventry University,system testing and maintenance et,NA,NA,2 weeks,5 hrs per week,NA,courses
https://www.futurelearn.com/courses/systems-go,The King's Fund,systems go,4.7,(14 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/systems-thinking-for-sustainability-analyzing-and-transitioning-complex-systems,Except Integrated Sustainability,systems thinking for sustainability analyzing and transitioning complex systems,4.7,(6 reviews),3 weeks,4 hrs per week,NA,courses
https://www.futurelearn.com/courses/systems-thinking-for-sustainability-drawing-complexity-on-paper-introduction-to-system-mapping,Except Integrated Sustainability,systems thinking for sustainability drawing complexity on paper introduction to system mapping,NA,NA,3 weeks,4 hrs per week,NA,courses
https://www.futurelearn.com/courses/systems-thinking-for-sustainability-framework-for-integrated-development,Except Integrated Sustainability,systems thinking for sustainability framework for integrated development,NA,NA,6 weeks,4 hrs per week,NA,courses
https://www.futurelearn.com/courses/tackling-antibiotic-resistance-dentists,BSAC & FDI World Dental Federation,tackling antibiotic resistance dentists,4.8,(24 reviews),3 weeks,1 hr per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/social-science-for-tackling-antimicrobial-resistance,BSAC & Imperial College London,social science for tackling antimicrobial resistance,4.7,(14 reviews),3 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/a-critical-introduction-to-circular-economies-and-business-models,The University of Glasgow,a critical introduction to circular economies and business models,4.7,(6 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/tackling-environmental-challenges,University of York,tackling environmental challenges,4.7,(142 reviews),4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/taking-control-hip-and-knee-osteoarthritis,The University of Melbourne,taking control hip and knee osteoarthritis,4.7,(62 reviews),4 weeks,1 hr per week,Free digital upgrade,courses
https://www.futurelearn.com/courses/target-antibiotics,BSAC & TARGET,target antibiotics,4.6,(14 reviews),5 weeks,1 hr per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/teach-like-an-entrepreneur-bringing-entrepreneurship-into-the-classroom,EIT RawMaterials,teach like an entrepreneur bringing entrepreneurship into the classroom,4.9,(22 reviews),4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/teaching-core-skills,British Council,teaching core skills,4.8,(201 reviews),4 weeks,3 hrs per week,Free digital upgrade,courses
https://www.futurelearn.com/courses/teaching-climate-and-sustainability-in-primary-schools,University of Reading,teaching climate and sustainability in primary schools,4.4,(16 reviews),2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/teaching-digital-literacies-video-games-in-education,The University of Sheffield,teaching digital literacies video games in education,NA,NA,4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/teaching-english-grammar-in-context,UCL (University College London),teaching english grammar in context,5,(5 reviews),5 weeks,3 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/online-tutoring,Cambridge University Press & Assessment,online tutoring,4.9,(1818 reviews),4 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/teaching-entrepreneurial-thinking,Queensland University of Technology,teaching entrepreneurial thinking,4.6,(29 reviews),2 weeks,1 hr per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/teaching-mathematics-demystifying-statistics-and-probability,University of Southern Queensland,teaching mathematics demystifying statistics and probability,NA,NA,3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/teaching-mathematics-overcoming-miscommunication,University of Southern Queensland,teaching mathematics overcoming miscommunication,4.4,(5 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/teaching-migration-through-data-and-storytelling,"SOAS University of London, MIDEQ & PositiveNegatives",teaching migration through data and storytelling,NA,NA,3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/teaching-phonics,Queensland University of Technology,teaching phonics,4.6,(605 reviews),2 weeks,1 hr per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/teaching-students-trauma,Queensland University of Technology,teaching students trauma,4.8,(554 reviews),2 weeks,1 hr per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/holocaust-teaching,UCL (University College London) & Yad Vashem,holocaust teaching,4.9,(123 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/team-building-in-healthcare,Coventry University,team building in healthcare,NA,NA,2 weeks,5 hrs per week,NA,courses
https://www.futurelearn.com/courses/working-in-a-team-how-to-succeed,The Tavistock Institute of Human Relations,working in a team how to succeed,4.9,(9 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/technical-report-writing-for-engineers,The University of Sheffield,technical report writing for engineers,4.8,(115 reviews),6 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/tools-to-support-growth-disorders-through-telemedicine-in-post-covid-era,Taipei Medical University,tools to support growth disorders through telemedicine in post covid era,NA,NA,4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/terrorism-and-counterterrorism-comparing-theory-practice,Leiden University,terrorism and counterterrorism comparing theory practice,5,(13 reviews),6 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/tesol-strategies,The University of Glasgow,tesol strategies,4.7,(150 reviews),3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/test-automation-frameworks-with-selenium-webdriver-and-python,Packt & FutureLearn,test automation frameworks with selenium webdriver and python,NA,NA,2 weeks,3 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/the-acnc-how-we-help-you,Australian Charities and Not-for-profits Commission,the acnc how we help you,4.6,(13 reviews),2 weeks,1 hr per week,Free digital upgrade,courses
https://www.futurelearn.com/courses/the-annual-information-statement,Australian Charities and Not-for-profits Commission,the annual information statement,4.5,(11 reviews),2 weeks,1 hr per week,Free digital upgrade,courses
https://www.futurelearn.com/courses/japanese-book-paper,Keio University,japanese book paper,4.8,(108 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-biology-of-bugs-brains-and-beasts,University of York,the biology of bugs brains and beasts,4.5,(38 reviews),3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/book-of-kells,Trinity College Dublin,book of kells,4.9,(526 reviews),4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/business-of-beauty-introduction-to-the-beauty-industry,Condé Nast College,business of beauty introduction to the beauty industry,NA,NA,3 weeks,3 hrs per week,NA,courses
https://www.futurelearn.com/courses/clean-growth-and-cleaner-cities,Manchester Metropolitan University,clean growth and cleaner cities,4,(7 reviews),2 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/global-water-security,Cardiff University,global water security,4.6,(38 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/cyber-security-landscape,Coventry University,cyber security landscape,4.6,(78 reviews),2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-cyber-security-landscape-sc,Coventry University,the cyber security landscape sc,4.8,(6 reviews),2 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-cyber-security-landscape-et,Coventry University,the cyber security landscape et,4.5,(6 reviews),2 weeks,5 hrs per week,NA,courses
https://www.futurelearn.com/courses/higgs,The University of Edinburgh,higgs,4.5,(15 reviews),7 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/financial-management-for-screen,Australian Film Television and Radio School (AFTRS),financial management for screen,4.8,(32 reviews),3 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-european-union-crisis-and-recovery,Dublin City University,the european union crisis and recovery,4.6,(50 reviews),4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-foundation-of-modern-dentistry,Taipei Medical University,the foundation of modern dentistry,NA,NA,7 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-freelance-bible,Mission Accomplished & FutureLearn,the freelance bible,NA,NA,5 weeks,2 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/the-future-of-cyber-security-sc,Coventry University,the future of cyber security sc,NA,NA,2 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-future-of-cyber-security-et,Coventry University,the future of cyber security et,NA,NA,2 weeks,5 hrs per week,NA,courses
https://www.futurelearn.com/courses/the-future-of-fashion,Condé Nast College,the future of fashion,5,(8 reviews),3 weeks,3 hrs per week,NA,courses
https://www.futurelearn.com/courses/future-of-life,FutureLearn,future of life,NA,NA,3 weeks,3 hrs per week,NA,courses
https://www.futurelearn.com/courses/the-future-of-network-defence-management-et,Coventry University,the future of network defence management et,NA,NA,2 weeks,5 hrs per week,NA,courses
https://www.futurelearn.com/courses/the-genomics-era,"St George's, University of London & St George's University Hospitals NHS Foundation Trust",the genomics era,4.8,(157 reviews),5 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/vector-borne-diseases,"London School of Hygiene & Tropical Medicine, ARCTEC, Liverpool School of Tropical Medicine & IVCC",vector borne diseases,4.9,(153 reviews),6 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/luxury-industry-customers-experiences,Glion Institute of Higher Education,luxury industry customers experiences,4.8,(14 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-great-sustainability-transition-global-challenges-local-actions,Leiden University,the great sustainability transition global challenges local actions,NA,NA,4 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-history-and-culture-of-chinese-silk,University for the Creative Arts,the history and culture of chinese silk,3.2,(23 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/mautohe-i-aotearoa-the-history-of-protest-in-new-zealand,Museum of New Zealand Te Papa Tongarewa,mautohe i aotearoa the history of protest in new zealand,4.7,(9 reviews),6 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/history-of-the-book,Trinity College Dublin,history of the book,4.8,(317 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-human-microbiome,EIT Food & University of Turin,the human microbiome,4.6,(186 reviews),3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/governance-beyond-markets-and-states,King's College London,governance beyond markets and states,4.3,(19 reviews),3 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-impacts-of-tourism,Coventry University,the impacts of tourism,4.6,(44 reviews),2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/korean-alphabet-hangeul,Sungkyunkwan University (SKKU),korean alphabet hangeul,4.4,(67 reviews),4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-laws-of-digital-data-content-and-artificial-intelligence,The University of Law,the laws of digital data content and artificial intelligence,4.7,(44 reviews),3 weeks,1 hr per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/victorian-film,The British Film Institute (BFI),victorian film,4.8,(158 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/faces-of-dementia,UCL (University College London),faces of dementia,4.9,(459 reviews),4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-mathematics-of-cryptography-from-ancient-rome-to-a-quantum-future,University of York,the mathematics of cryptography from ancient rome to a quantum future,4.7,(9 reviews),3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-meiji-restoration-and-the-modernisation-of-japan,Keio University,the meiji restoration and the modernisation of japan,NA,NA,3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/musculoskeletal,"The University of Sheffield, University of Liverpool, Newcastle University & CIMA (Centre for Research into Muscoskeletal Ageing)",musculoskeletal,4.6,(305 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/museum-learning,The University of Glasgow,museum learning,4.6,(96 reviews),3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-neurobiology-of-addiction-sc,American Society of Addiction Medicine,the neurobiology of addiction sc,4.6,(24 reviews),2 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/new-european-bauhaus-concept-movement-and-opportunities,"EIT Food, New European Bauhaus & EIT Community",new european bauhaus concept movement and opportunities,NA,NA,2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/new-european-bauhaus-concept-movement-opportunities,EIT Food & New European Bauhaus,new european bauhaus concept movement opportunities,NA,NA,2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-nhs-explained,The King's Fund,the nhs explained,4.7,(286 reviews),4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/politics-of-economics,The University of Nottingham,politics of economics,4.5,(139 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/data-for-health-and-care,"University of Strathclyde, The Data Lab, UrbanTide & Digital Health & Care Innovation Centre",data for health and care,3.9,(15 reviews),3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/quran-judaism-and-christianity,The University of Nottingham,quran judaism and christianity,4.2,(30 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-regenerative-agriculture-revolution,EIT Food,the regenerative agriculture revolution,4.5,(21 reviews),2 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/right-to-education,The University of Glasgow,right to education,4.6,(25 reviews),3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-rise-of-k-culture-discover-the-korean-wave-hallyu,Hanyang University,the rise of k culture discover the korean wave hallyu,NA,NA,6 weeks,1 hr per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/antifungal-stewardship,BSAC,antifungal stewardship,4.8,(36 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/role-of-diagnostics-in-the-amr-response,London School of Hygiene & Tropical Medicine,role of diagnostics in the amr response,4.8,(57 reviews),6 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-role-of-hydrogen-in-the-clean-energy-transition,Deakin University & Hycel,the role of hydrogen in the clean energy transition,4.5,(17 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/personal-assistants-disability-support,UEA (University of East Anglia),personal assistants disability support,4.5,(37 reviews),4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-role-of-vaccines-in-preventing-infectious-diseases-and-amr,BSAC,the role of vaccines in preventing infectious diseases and amr,4.6,(126 reviews),2 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-science-behind-anti-doping,King's College London,the science behind anti doping,NA,NA,4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/science-behind-forensic-science,King's College London,science behind forensic science,4.6,(59 reviews),4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/scientific-revolution,University of Groningen,scientific revolution,3.9,(73 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-highland-clans,The University of Glasgow,the highland clans,4.8,(550 reviews),3 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-secret-power-of-brands,UEA (University of East Anglia),the secret power of brands,4.8,(54 reviews),6 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-true-story-of-jamaican-jerk-cooking-and-caribbean-culture,The University of the West Indies,the true story of jamaican jerk cooking and caribbean culture,4.6,(11 reviews),3 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-tudors,University of Roehampton,the tudors,4.7,(809 reviews),6 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/the-world-of-french-cuisine-food-creative-marketing-and-design,Ferrandi Paris,the world of french cuisine food creative marketing and design,NA,NA,4 weeks,3 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/tracing-the-history-of-the-italian-language,University of Padova,tracing the history of the italian language,NA,NA,5 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/tracking-complex-conflicts,FutureLearn,tracking complex conflicts,NA,NA,3 weeks,5 hrs per week,NA,courses
https://www.futurelearn.com/courses/train-the-healthcare-trainer,NHS England,train the healthcare trainer,4.8,(254 reviews),5 weeks,5 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/components-sustainable-urban-mobility-sp,"UCL (University College London),  Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), Transformative Urban Mobility Initiative (TUMI) & Euroclima+",components sustainable urban mobility sp,NA,NA,5 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/introducing-sustainable-urban-mobility-sp,"UCL (University College London),  Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ), Transformative Urban Mobility Initiative (TUMI) & Euroclima+",introducing sustainable urban mobility sp,NA,NA,4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/transforming-assessment-design-leading-assessment-and-recognition-of-complex-competencies,The University of Melbourne,transforming assessment design leading assessment and recognition of complex competencies,NA,NA,7 weeks,8 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/transforming-citizen-participation,University of Birmingham,transforming citizen participation,NA,NA,4 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/transforming-education,UCL (University College London) & LAU-CLS,transforming education,4.7,(23 reviews),4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/health-systems-strengthening,"The University of Melbourne, The Nossal Institute for Global Health & UNICEF",health systems strengthening,4.8,(325 reviews),7 weeks,3 hrs per week,Free digital upgrade,courses
https://www.futurelearn.com/courses/components-of-sustainable-urban-mobility,"UCL (University College London),  Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) & Transformative Urban Mobility Initiative (TUMI)",components of sustainable urban mobility,4.8,(70 reviews),5 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/governance-of-transformation,"EIT Urban Mobility, KTH Royal Institute of Technology & KTH Executive School",governance of transformation,4,(6 reviews),5 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/introducing-sustainable-urban-mobility,"UCL (University College London),  Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) & Transformative Urban Mobility Initiative (TUMI)",introducing sustainable urban mobility,4.7,(116 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/friend-to-leader,University of Southern Queensland,friend to leader,4.8,(133 reviews),4 weeks,1 hr per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/transit-oriented-development-for-climate-mitigation-in-urban-centres,RMIT University & EIT Urban Mobility,transit oriented development for climate mitigation in urban centres,NA,NA,5 weeks,2 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/transport-policy-for-cleaner-air,RMIT University & EIT Urban Mobility,transport policy for cleaner air,NA,NA,3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/transport-systems-global-issues-and-future-innovations,University of Leeds,transport systems global issues and future innovations,4.8,(46 reviews),2 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/transporting-children-with-disabilities-and-medical-conditions,Mobility and Accessibility for Children in Australia Ltd (MACA),transporting children with disabilities and medical conditions,NA,NA,3 weeks,3 hrs per week,Premium course,courses
https://www.futurelearn.com/courses/trauma-neuro-and-shame-awareness,Deakin University,trauma neuro and shame awareness,4.8,(11 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/travel-books-history-in-europe-and-japan,Keio University & British Library,travel books history in europe and japan,4.7,(35 reviews),3 weeks,3 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/treasury-managing-financial-risk,The Association of Corporate Treasurers,treasury managing financial risk,NA,NA,4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/understanding-the-importance-of-governance-ethics-compliance-and-audit-within-the-world-of-treasury,The Association of Corporate Treasurers,understanding the importance of governance ethics compliance and audit within the world of treasury,NA,NA,4 weeks,4 hrs per week,Included in Unlimited,courses
https://www.futurelearn.com/courses/food-supply-systems,EIT Food & University of Reading,food supply systems,4.5,(21 reviews),4 weeks,3 hrs per week,Included in Unlimited,courses
